Title,Rating,Votes,Duration,Genres
624. Joachim and the Apocalypse,7.7,17,90.0,action
627. Oru Anveshanathinte Thudakkam,6.9,835,181.0,action
629. September Babies,5.5,296,94.0,action
630. Gold Raiders,2.0,194,88.0,action
631. Average Student Nani,7.4,2300,138.0,action
632. Pariah Volume 1: Every Street Dog Has a Name,6.8,393,138.0,action
634. Raanti,6.8,1100,115.0,action
635. The Desperate Chase,5.7,75,110.0,action
636. Bonus Trip,4.5,233,113.0,action
637. Joshua: Imai Pol Kaka,4.5,591,130.0,action
638. Hide and Seek,8.0,55,130.0,action
639. Shadows of Betrayal: Chronicles of Ian Blair,7.5,14,65.0,action
643. Cholo Zombies,4.5,107,96.0,action
644. Panjab Files,7.5,37,117.0,action
645. South Side Hero,5.6,38,92.0,action
646. Saint Young Men: Holy Men vs Demon Army,3.6,17,93.0,action
647. Max Beyond,6.6,18,93.0,action
648. Youth in Trouble,7.8,28,106.0,action
650. Jacob Tyler,4.1,65,133.0,action
652. Hocus Focus,7.9,20,85.0,action
656. Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.4,96,75.0,action
657. Captain Avispa,5.7,181,96.0,action
658. Thiragabadara Saami,3.9,121,115.0,action
659. Mercy Killing,8.7,2700,131.0,action
660. The Escapee 3: The Final Escape,2.7,70,83.0,action
661. Fuuto PI: Portrait of Kamen Rider Skull,7.3,52,82.0,action
662. Inkabi,4.8,84,101.0,action
664. Reloaded 2,7.5,1200,45.0,action
665. Zeke,6.6,10,50.0,action
666. Day of the Diesels,6.1,12,100.0,action
667. London Gangsters,4.6,12,104.0,action
668. The Vampire and the Vigilante,3.6,54,75.0,action
669. Waspzilla,4.3,141,80.0,action
671. The Slave and the Sorcerer,6.5,47,86.0,action
672. Polar,4.3,30,76.0,action
673. Death Bitch,7.3,22,88.0,action
675. Warrior Awang and Master Tok Gajah,4.6,484,118.0,action
676. Achilles Curse and the Curse of Treasure,7.5,26,125.0,action
677. Special Needs Revolt!,8.5,16,113.0,action
678. Love You as the World Ends Final,6.6,41,115.0,action
679. Tokusou Sentai Dekaranger 20th: Fireball Booster,7.1,38,50.0,action
680. The Correct Way of Youth,9.2,783,90.0,action
681. Killer Ex,3.9,55,94.0,action
683. Bullet,8.9,570,131.0,action
684. Firework,6.1,13,60.0,action
685. Skhvatka,5.2,23,107.0,action
686. Telekinesis,5.8,63,106.0,action
688. Komandir,6.3,538,131.0,action
691. Haraa,5.2,2900,136.0,action
692. Raktaksha,7.9,1400,118.0,action
693. Zhi Bao,5.4,20,100.0,action
694. Iddaru,8.7,297,148.0,action
696. Losing Lerato 2,9.0,34,96.0,action
697. Türkler Çildirmis Olmali 2: Mavi Vatan,2.1,168,100.0,action
699. Mirg,6.1,36,83.0,action
"700. Silex and the City, le film",4.9,56,77.0,action
701. Common Creed: Trafficking,6.6,13,106.0,action
702. Yentha Panichesav Chanti,9.5,85,135.0,action
"703. Bullets, Brothers and Blood",7.8,15,85.0,action
704. Speed 220,5.8,1200,114.0,action
705. Usire Usire,7.5,1100,151.0,action
706. Operation Star,7.8,25,102.0,action
708. Rang De Basanti,6.8,179,174.0,action
709. Re Xue Ran Shao,7.3,57,113.0,action
710. Hain,2.9,51,95.0,action
711. Jigar,6.9,20,122.0,action
714. Halloween: Mal Eterno,8.2,231,50.0,action
717. Rocky and Bullwinkle,8.6,17,100.0,action
719. SCP: The Infinite Mission,6.0,35,16.0,action
721. Karma,4.4,50,111.0,action
724. Kamen Rider Geats: Jyamato Awaking,7.9,81,54.0,action
726. Naag Bhoomi,5.7,9,130.0,action
727. Vey Dharuvey,6.3,2300,127.0,action
728. Hell City,9.1,28,90.0,action
729. Ameena,6.3,20,107.0,action
732. The Deal,8.9,28,130.0,action
734. Vorovka,4.8,55,90.0,action
735. Emanet,7.7,32,97.0,action
736. Janna Endoro,8.1,16,120.0,action
737. Sarangadhariya,8.3,3100,150.0,action
738. Raju Gari Ammayi Naidu Gari Abbayi,8.1,3100,158.0,action
739. The Yoshi Movie,7.9,14,105.0,action
740. Mavr,6.3,10,83.0,action
741. Yao Shen Ling,6.7,70,93.0,action
743. Shockwaves 2,2.9,152,79.0,action
744. Dark World,4.9,19,135.0,action
746. Useful Idiots,8.3,19,92.0,action
747. Die Chaosschwestern und Pinguin Paul,5.6,74,100.0,action
749. The Journey of Flower,4.0,29,97.0,action
752. Timuchin,5.9,33,78.0,action
753. Rebirth Island,7.7,57,103.0,action
755. Rebel,3.2,66,100.0,action
759. Dhil Raja,9.4,131,106.0,action
761. The SML YTP Movie 2: Dimension Trouble,8.6,15,94.0,action
764. SMB-plush presents trick or death,8.0,17,120.0,action
765. Champions of the Golden Valley,9.2,78,81.0,action
766. Abnormal: Buas,5.7,28,90.0,action
768. Death Game,5.5,18,87.0,action
769. Gally Gang Stars,8.9,2000,157.0,action
770. Roudhra Rupaya,7.2,2000,132.0,action
771. Di Renjie: Duo Ming Yao Seng,6.9,62,80.0,action
772. Krapiva: Tsvetok smerti,6.1,56,81.0,action
773. Di Renjie: Tongtian xuan an,7.1,19,85.0,action
775. Wilhelm Gustloff,8.7,9,110.0,action
776. Inexternal,3.2,26,83.0,action
777. Tiger's Trigger,4.1,19,84.0,action
778. Nasha Jurm Aur Gangsters,6.7,2800,137.0,action
779. Mobile Suit Gundam: Silver Phantom,6.1,13,90.0,action
782. Brattt,4.7,68,117.0,action
785. Mr. Natwarlal,6.1,781,130.0,action
786. Happy Dragons,4.9,9,97.0,action
787. Kade,6.3,18,92.0,action
788. Mother Mafia,3.6,53,80.0,action
791. Dhaaak,8.6,24,128.0,action
793. Operation Wakaliga: Fate and Blood,6.7,12,66.0,action
794. S-99,8.6,2100,119.0,action
796. Bato: Road to Death,5.4,777,137.0,action
797. Cândido,6.3,64,99.0,action
798. Timini,8.4,8,120.0,action
801. Roxana,4.0,69,98.0,action
802. Best Cop Ever,4.5,51,122.0,action
803. Agastya - Chapter 1,6.6,630,168.0,action
804. Guns Blazin,7.1,10,88.0,action
805. Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.5,11,50.0,action
808. Guxim,7.2,37,75.0,action
809. Hiranya,5.6,20,138.0,action
810. Revenge,1.8,48,127.0,action
811. Kallu Compound 1995,7.9,2000,140.0,action
814. Pranaya Godari,7.8,2400,148.0,action
815. Cholay,8.7,112,60.0,action
818. The Delegator,4.1,17,96.0,action
819. Daanvi,1.5,9,117.0,action
825. Played,6.2,11,96.0,action
826. The Drunken Prodigy,5.6,18,107.0,action
827. Raja 420,6.3,22,81.0,action
828. Nenu Keerthana,8.9,2100,155.0,action
829. Blood Vendetta,7.7,240,90.0,action
833. Sacrum Vindictae II,4.8,13,114.0,action
834. Faster: Only one lap,6.9,24,90.0,action
835. Surrender,7.8,15,149.0,action
838. Travesty,7.8,10,78.0,action
845. Bad Ass Sista,6.4,10,80.0,action
846. A Love Story of Assassin,6.9,60,85.0,action
847. Drunken Swordsman,6.8,51,91.0,action
849. AK47,7.2,15,146.0,action
850. Vhoyal,9.3,6,138.0,action
851. Seetha Kalyana Vaibhogame,8.5,2000,146.0,action
852. The Winter Prophecy,8.1,14,52.0,action
853. Holy Punch,5.2,50,98.0,action
855. Agent 86,6.7,6,87.0,action
858. The Worlds Divide,7.9,40,120.0,action
861. Jewish Revenge 6: Gaza in Focus,6.0,27,70.0,action
863. Dead Hand,4.1,75,92.0,action
864. Big Brother,8.5,2000,115.0,action
865. Joy Hanu Man,8.9,27,143.0,action
869. Jurassic Island,7.7,53,95.0,action
870. Dangerous Boys 2,5.5,12,115.0,action
875. Kreem,6.8,130,115.0,action
876. Gull Lake Vice II: The Delusion Continues,8.1,18,58.0,action
877. Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.6,38,71.0,action
882. The Mystery of Humanoid Puppet,6.7,61,88.0,action
883. Pushpaka Vimanam,5.6,17,137.0,action
884. StarGazer: The Need of the Many,5.0,12,47.0,action
885. Break War,2.7,17,86.0,action
886. They're Here,7.4,7,74.0,action
888. Charlotte Link - Ohne Schuld,5.5,43,89.0,action
890. La Tamalera,8.4,10,115.0,action
899. Nothing Unusual,8.8,13,92.0,action
916. Feng Zi Lao Ba,4.3,6,85.0,action
917. Hope & Glory,6.6,149,44.0,action
924. A Reel Heist,5.2,58,116.0,action
925. Ryding Durty 2,7.8,5,90.0,action
928. 5 Pounds of Pressure,6.6,17,111.0,action
929. La Chakalosa,10.0,5,96.0,action
930. Kaale Angrej,5.5,17,131.0,action
932. Oversteer,5.2,19,86.0,action
933. Bloods of Glasgow,8.2,5,51.0,action
936. War of the Ninja Monsters: Jaron vs Goura,4.0,6,55.0,action
940. Lie Du,2.5,7,107.0,action
941. Artist Unknown,7.9,21,82.0,action
943. Anger,7.7,18,83.0,action
949. Chinatown Chacha,5.0,60,103.0,action
950. Revolutionize the World,7.3,54,78.0,action
951. The End of Hen,9.7,10,75.0,action
958. Zen Fist,7.2,9,45.0,action
959. Brotherhood of Blades Kill Evil,9.2,5,84.0,action
963. Sesh Bazi,6.2,10,132.0,action
965. Ohsama Sentai King-Ohger vs. Donbrothers,6.7,39,26.0,action
967. Dirty Fellow,6.7,3800,119.0,action
971. The ShortCut,7.7,1800,138.0,action
972. Reeza GTR,6.9,16,91.0,action
979. Opasni shmatki,5.1,36,92.0,action
980. Punish Evil,6.6,5,85.0,action
981. Seven Heroes Beat the Monster,6.8,51,89.0,action
983. Leha,2.3,42,98.0,action
989. Dr. Jason II - Lights & Shadows,4.9,331,62.0,action
991. Bloodlust,7.8,13,97.0,action
992. Slide or Die the Movie,8.3,9,127.0,action
995. Anthima Theerpu,7.0,1600,133.0,action
996. Combat Code: Hunt,7.7,20,76.0,action
1002. Herencia Llena De Sangre,10.0,5,93.0,action
1003. Los Hijos De Camelia y Emilio,6.6,39,82.0,action
1008. Pithala Maathi,7.5,846,140.0,action
1009. The Captive,6.9,61,74.0,action
"1010. La Protegida, La Película",9.2,16,67.0,action
1012. El Cartel De Teresa,8.2,10,96.0,action
1014. Xiao zi,3.5,12,101.0,action
1019. Tranquility: Ghost Stories,7.6,53,88.0,action
1022. Three Old Captors,7.0,50,94.0,action
1024. Banana Shotgun,9.7,6,106.0,action
1029. Me and the Dragon's Daughter,4.9,11,75.0,action
1035. Klaantha,6.0,520,107.0,action
1041. The Overseas Killer,6.4,52,104.0,action
1044. Luna de Hiel,6.0,30,83.0,action
1045. Atu Nuvve Itu Nuvve,6.5,12,123.0,action
1047. Piri Reis: The Incredible Chart,7.0,27,138.0,action
1048. Jiwa 8 Belas,5.0,19,86.0,action
1049. Give Me Babies,6.7,6,23.0,action
1050. Full Clip for a Snitch,3.6,19,75.0,action
1057. Bring Back the Colour,6.4,8,47.0,action
1063. Falsos Amigos,10.0,5,113.0,action
1064. Killer Lee,1.9,9,87.0,action
1066. Pungut,7.5,16,100.0,action
1069. Kaveri,6.7,1500,101.0,action
1070. Battling to Survive,7.1,54,74.0,action
1073. Snowstorm,4.5,6,91.0,action
1075. Dheera Bhagat Roy,8.4,1100,150.0,action
1079. Kohinoor,8.1,22,119.0,action
1080. Isle: Alpha One,8.7,8,97.0,action
1081. Urban Vengeance,5.4,15,79.0,action
1082. Rooban,6.5,277,125.0,action
1083. Jimmy's Friends,7.1,14,94.0,action
1086. The Very Last Christmas,8.6,12,75.0,action
1089. Sathyam,7.3,10,134.0,action
1095. Opportunity,8.9,91,96.0,action
1096. Speed Fight,6.8,52,87.0,action
1097. Kyle and the Last Emerald,5.4,18,20.0,action
1099. The Knights Errant of an Jier,7.2,54,86.0,action
1102. Mandya Haida,6.3,231,139.0,action
1105. Riddle of the Shadow Lotus,6.3,54,92.0,action
1110. Rudra: The Beginning,9.4,38,135.0,action
1114. War with the Evil,6.2,53,85.0,action
1115. Duelo De Capos,6.3,40,83.0,action
1116. Vi possiamo salvare,2.7,103,89.0,action
1122. Action of Intelligenagency,6.7,52,85.0,action
1123. El Junior Del Patron,7.1,15,92.0,action
1124. The Kills,8.8,9,70.0,action
1130. Out of the Shadow,6.5,7,89.0,action
1134. The Vent,8.9,15,3.0,action
1144. Lealtad o Morir,8.4,10,87.0,action
1159. Too Little Too Late,5.4,8,66.0,action
1160. PW V: Tears of the Fallen,8.2,11,60.0,action
1161. Captain Superb and the Angel of Destiny,3.0,14,120.0,action
1182. Inherited,9.5,21,76.0,action
1193. Runnin' from Wolves,7.2,10,133.0,action
1196. Passazhiry,4.4,33,80.0,action
1205. The Mirage,8.9,10,106.0,action
1220. Kyle and the Last Emerald 2,8.4,9,15.0,action
1221. The Domino File,4.7,7,102.0,action
1240. Po du xing dong,6.7,6,79.0,action
1246. Whispers of the Imperial City,6.8,53,90.0,action
1271. No Man Standing,8.6,12,93.0,action
1272. Jefa De Jefas,8.4,10,82.0,action
1273. Gintama the Movie 2D: Courtesan of the Nation Arc,8.0,9,109.0,action
1274. Sehnsucht nach Firdaws,8.7,7,103.0,action
1276. Bush Knife,7.0,8,90.0,action
1297. Oda: Vlucht door de Eeuwen,6.4,7,102.0,action
1325. Spider-Man: Dimension Rift,8.4,14,127.0,action
1326. Gadha17,8.0,12,90.0,action
1327. Siete Vidas - El Levanton,9.6,5,45.0,action
1328. Las Hermanas Del Cartel,8.5,6,91.0,action
